zinc_ids,polymer,reactants
CHEMBL4284080,*=COC(=O)C(C=*)=CCC1C(=C)CCC2C1(C)CCC(O)C2(C)C(=O)OCc1ccccc1,C=C1CCC2C(C)(CCC(O)C2(C)C(=O)OCc2ccccc2)C1CC=C1C=COC1=O
CHEMBL2071275,*=CC1CC(C=*)C(C(N)=O)C1Nc1nc(Nc2cnn(C3CCNCC3)c2)ncc1Cl,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cnn(C3CCNCC3)c2)ncc1Cl
CHEMBL540490,*=CCC(CC=*)Cn1c(Sc2ccccc2)c(CC)c(=O)[nH]c1=O,CCc1c(Sc2ccccc2)n(CC2CC=CC2)c(=O)[nH]c1=O
CHEMBL1562458,*=CC(CS(=O)(=O)C=*)N(C(=O)c1cccs1)c1ccc(F)cc1,O=C(c1cccs1)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1
CHEMBL1179950,*=CC(OCP(=O)(O)O)OC(C=*)n1cnc2c(N)nc(N)nc21,Nc1nc(N)c2ncn(C3C=CC(OCP(=O)(O)O)O3)c2n1
CHEMBL1449255,*=CC1CC(C=*)C2C(=O)N(C(C)NC(=O)OC3CCCCC3)C(=O)C12,CC(NC(=O)OC1CCCCC1)N1C(=O)C2C3C=CC(C3)C2C1=O
CHEMBL1716465,*=CCCOC1(C(C)C=*)C(=O)N(Cc2ccc(C(=O)OC)cc2)c2cccc(Br)c21,COC(=O)c1ccc(CN2C(=O)C3(OCCC=CC3C)c3c(Br)cccc32)cc1
CHEMBL361382,*=CC(COP(=O)(OCCSC(=O)C(C)(C)C)Oc1ccc(C(=O)n2c(=O)c(C(C)C)c(Cc3ccccc3)n(COCC)c2=O)cc1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)n(C(=O)c2ccc(OP(=O)(OCCSC(=O)C(C)(C)C)OCC3C=CC(n4cc(C)c(=O)[nH]c4=O)O3)cc2)c1=O
CHEMBL1215334,*=CCCC(C=*)CCN(NC(=O)OC(C)(C)C)c1nc(C#N)ncc1Br,CC(C)(C)OC(=O)NN(CCC1C=CCC1)c1nc(C#N)ncc1Br
CHEMBL3597178,*=CC(COP(=O)(O)OP(=O)(O)OCc1ccc(OC(=O)CCCCCCCCCCC)cc1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,CCCCCCCCCCCC(=O)Oc1ccc(COP(=O)(O)OP(=O)(O)OCC2C=CC(n3cc(C)c(=O)[nH]c3=O)O2)cc1
CHEMBL198656,*=CC(CO[Si](C)(C)C(C)(C)C)OC(C=*)n1ccc(=O)[nH]c1=O,CC(C)(C)[Si](C)(C)OCC1C=CC(n2ccc(=O)[nH]c2=O)O1
CHEMBL558116,*=CCCC(C=*)CCn1c(Oc2cc(C)cc(C)c2)c(CC)c(=O)[nH]c1=O,CCc1c(Oc2cc(C)cc(C)c2)n(CCC2C=CCC2)c(=O)[nH]c1=O
CHEMBL3733942,*=CC1C(C(=O)NCCCCN2CCCC2)C(C(=O)NCc2ccc(Cl)cc2)C(C=*)C12CC2,O=C(NCCCCN1CCCC1)C1C(C(=O)NCc2ccc(Cl)cc2)C2C=CC1C21CC1
CHEMBL1382251,*=CCN(CC(=O)N(Cc1ccc(F)cc1)C(C=*)c1ccc(OC)cc1)CC(C)(C)C,COc1ccc(C2C=CCN(CC(C)(C)C)CC(=O)N2Cc2ccc(F)cc2)cc1
CHEMBL3929674,*=CN=C1N=CC=C(C(=O)NCC(=O)N2CCCC2C#N)C1C=*,N#CC1CCCN1C(=O)CNC(=O)C1=CC=NC2=NC=CC12
CHEMBL95695,*=CC(COP1(=O)OCc2cc3ccccc3cc2O1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(COP3(=O)OCc4cc5ccccc5cc4O3)O2)c(=O)[nH]c1=O
CHEMBL78852,*=CC(COC(=O)CC1(CC(=O)O)OCOC1=O)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(COC(=O)CC3(CC(=O)O)OCOC3=O)O2)c(=O)[nH]c1=O
CHEMBL466245,*=Cc1ccccc1C1(C=*)CCN(C(=O)C2CC(c3ccccc3)CN(C(=O)c3cccc4ccccc34)C2)CC1,O=C(c1cccc2ccccc12)N1CC(C(=O)N2CCC3(C=Cc4ccccc43)CC2)CC(c2ccccc2)C1
CHEMBL3457553,*=CC(CO)CC(C=*)NC(=O)Nc1cnn(-c2ccccc2Cl)c1,O=C(Nc1cnn(-c2ccccc2Cl)c1)NC1C=CC(CO)C1
CHEMBL3731705,*=CC1C(C(=O)Nc2ccc(Br)cc2)C(C(=O)NC(COC)Cc2ccccc2)C(C=*)C12CC2,COCC(Cc1ccccc1)NC(=O)C1C(C(=O)Nc2ccc(Br)cc2)C2C=CC1C21CC1
CHEMBL4128245,*=Cc1cc(Cl)ccc1C(c1nc(N2CCN(C)CC2)sc1C=*)c1cn(C)c(=O)[nH]c1=S,CN1CCN(c2nc3c(s2)C=Cc2cc(Cl)ccc2C3c2cn(C)c(=O)[nH]c2=S)CC1
CHEMBL2005539,*=CC(CC(C=*)n1cnc2c(N)ncnc21)N(O)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N(O)C1C=CC(n2cnc3c(N)ncnc32)C1
CHEMBL1934104,*=Cc1ccccc1C1(C=*)CCN(CCCc2ccc3c(c2)c2ccccc2n3CC)CC1,CCn1c2ccccc2c2cc(CCCN3CCC4(C=Cc5ccccc54)CC3)ccc21
CHEMBL2358595,*=CC(=C(Cc1ccncc1)Oc1ccncc1)c1ccccc1C=*,C1=Cc2ccccc2C1=C(Cc1ccncc1)Oc1ccncc1
CHEMBL370329,*=Cc1cc(S(=O)(=O)Nc2cccc(OC)c2)ccc1S(=O)(=O)C=*,COc1cccc(NS(=O)(=O)c2ccc3c(c2)C=CS3(=O)=O)c1
CHEMBL415761,*=Cc1ccc(Cl)cc1C(=C1CCN(C)CC1)c1cccn1C=*,CN1CCC(=C2c3cc(Cl)ccc3C=Cn3cccc32)CC1
CHEMBL1499419,*=CC1CC(C=*)C2(C)C(=O)N(c3ccccc3C(=O)O)C(=O)C12,CC12C(=O)N(c3ccccc3C(=O)O)C(=O)C1C1C=CC2C1
CHEMBL2144966,*=CC(CO)N(Cc1cccc(C)c1)S(=O)(=O)C=*,Cc1cccc(CN2C(CO)C=CS2(=O)=O)c1
CHEMBL2234124,*=Cc1ccccc1N(C(=O)CCNC(CS)C(=O)O)c1ccccc1C=*,O=C(O)C(CS)NCCC(=O)N1c2ccccc2C=Cc2ccccc21
CHEMBL1968003,*=CCCCC(=O)N(Cc1ccc(OC)cc1)C(C=*)CI,COc1ccc(CN2C(=O)CCCC=CC2CI)cc1
CHEMBL596786,*=CC1CC(C=*)C(C(=O)Nc2scc(-c3ccccc3)c2C(=O)OCC)C1C(=O)O,CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)C1C2C=CC(C2)C1C(=O)O
CHEMBL572471,*=CSC(Cc1ccccc1)C(C=*)C(=O)C=C(O)C(=O)O,O=C(O)C(O)=CC(=O)C1C=CSC1Cc1ccccc1
CHEMBL3815030,*=CC(=CCC1(C)CCC2(C(=O)OC)C(C(C)C)CCC2C1C=*)CO,COC(=O)C12CCC3(C)CC=C(CO)C=CC3C1CCC2C(C)C
CHEMBL373954,*=CC(OCP(=O)(OC(=O)OC(C)C)OC(=O)OC(C)C)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(OCP(=O)(OC(=O)OC(C)C)OC(=O)OC(C)C)O2)c(=O)[nH]c1=O
CHEMBL215143,*=CC(COP(=O)(NC(C)(C)C(=O)O)Oc1ccccc1)CC(C=*)n1cnc2c(N)ncnc21,CC(C)(NP(=O)(OCC1C=CC(n2cnc3c(N)ncnc32)C1)Oc1ccccc1)C(=O)O
CHEMBL1277689,*=CC(COP(=O)(NC(C)C(=O)OC)Oc1cccc2ccccc12)OC(C=*)n1cc(C)c(=O)[nH]c1=O,COC(=O)C(C)NP(=O)(OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1)Oc1cccc2ccccc12
CHEMBL4091406,*=CC(OC(=O)c1ccccc1)C(C)(O)C=CC(=O)C(=CCC(C)(C=*)CCC=C(C)C)CO,CC(C)=CCCC1(C)C=CC(OC(=O)c2ccccc2)C(C)(O)C=CC(=O)C(CO)=CC1
CHEMBL3461953,*=CCN(CC=*)CCCNS(=O)(=O)c1cncc(Cl)c1,O=S(=O)(NCCCN1CC=CC1)c1cncc(Cl)c1
CHEMBL591717,*=CN(C)C(=O)C(Cc1n[nH]c2cc(F)ccc12)C(=O)N(C=*)CC(=O)N(c1ccc(F)cc1)C(C)C,CC(C)N(C(=O)CN1C=CN(C)C(=O)C(Cc2n[nH]c3cc(F)ccc23)C1=O)c1ccc(F)cc1
CHEMBL330406,*=CNC(Br)NC=*,BrC1NC=CN1
CHEMBL1819374,*=CCn1c(-c2cc(OC)c(OC)cc2C=*)cc2ccccc2c1=O,COc1cc2c(cc1OC)-c1cc3ccccc3c(=O)n1CC=C2
CHEMBL1533055,*=CC(C)N(C(=O)OC)C(C=*)(Cc1ccccc1)C(=O)NCc1ccc(C)o1,COC(=O)N1C(C)C=CC1(Cc1ccccc1)C(=O)NCc1ccc(C)o1
CHEMBL189384,*=CC1CC(C=*)C2C(=O)N(OCCCN3CCN(c4ccccc4OC)CC3)C(=O)C12,COc1ccccc1N1CCN(CCCON2C(=O)C3C4C=CC(C4)C3C2=O)CC1
CHEMBL3290665,*=CC(O)C(O)C(C=*)n1cnc2c(N)ncc(F)c21,Nc1ncc(F)c2c1ncn2C1C=CC(O)C1O
CHEMBL3729083,*=CC1C(CNC(=O)CN(C)C)C(C(=O)Nc2ccc(Br)cc2)C(C=*)C12CC2,CN(C)CC(=O)NCC1C(C(=O)Nc2ccc(Br)cc2)C2C=CC1C21CC1
CHEMBL1991888,*=CC1CC(C=*)C(NC(=S)NN=Cc2cc(Cl)cc(Cl)c2O)C1,Oc1c(Cl)cc(Cl)cc1C=NNC(=S)NC1CC2C=CC1C2
CHEMBL29534,*=CSC1N(C=*)C(=O)C(CCC)C(=O)N1CCC,CCCC1C(=O)N2C=CSC2N(CCC)C1=O
CHEMBL1417706,*=CCN(CC(=O)N(Cc1ccc(F)cc1)C(C=*)c1ccc(OC)cc1)S(=O)(=O)c1ccc(-c2ccccc2)cc1,COc1ccc(C2C=CCN(S(=O)(=O)c3ccc(-c4ccccc4)cc3)CC(=O)N2Cc2ccc(F)cc2)cc1
CHEMBL382843,*=CCN(C(=O)C(CC1CCCCC1)NCC(=O)O)C(C=*)C(=O)NCc1scc(C(=N)N)c1Cl,N=C(N)c1csc(CNC(=O)C2C=CCN2C(=O)C(CC2CCCCC2)NCC(=O)O)c1Cl
CHEMBL296295,*=CCC1(CC=*)C(=O)N(C(=O)C2CC2)C2CCN(C(=O)C(NC(=O)OC(C)(C)C)C(C)C)C21,CC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CCC2C1C1(CC=CC1)C(=O)N2C(=O)C1CC1
CHEMBL151265,*=CCC(CC=*)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O=C(O)c1cn(C2CC=CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CHEMBL3305508,*=CC1CC(C=*)C(CNC(=O)NS(=O)(=O)N2CCC(CCNC(=O)c3cn(CCC)c(=O)n(CC)c3=O)CC2)C1,CCCn1cc(C(=O)NCCC2CCN(S(=O)(=O)NC(=O)NCC3CC4C=CC3C4)CC2)c(=O)n(CC)c1=O
CHEMBL4165184,*=Cc1ccccc1C1(C=*)CCN(C(=O)c2ccc(COc3ccc(C(C#CC)CC(=O)O)cc3)cc2)CC1,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCC4(C=Cc5ccccc54)CC3)cc2)cc1
CHEMBL3278199,*=CC1CC(C=*)C(CNC(=O)NS(=O)(=O)N2CCC(CCNC(=O)c3ccc4ccccc4n3)CC2)C1,O=C(NCC1CC2C=CC1C2)NS(=O)(=O)N1CCC(CCNC(=O)c2ccc3ccccc3n2)CC1
CHEMBL244654,*=CNN=Cc1c(C=*)nc2ccccc2c1Cl,Clc1c2c(nc3ccccc13)C=CNN=C2
CHEMBL311270,*=CC(COC(=O)CC(O)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,Cc1cn(C2C=CC(COC(=O)CC(O)(CC(=O)OCc3ccccc3)C(=O)OCc3ccccc3)O2)c(=O)[nH]c1=O
CHEMBL1783350,*=CC1CC(C=*)C2C(=O)N(OCCN3CCN(c4cccc5ccccc45)CC3)C(=O)C12,O=C1C2C3C=CC(C3)C2C(=O)N1OCCN1CCN(c2cccc3ccccc23)CC1
CHEMBL3733207,*=CC1C(C(=O)NCCCCN2CCCC2)C(C(=O)Nc2cc(F)c(Br)cc2F)C(C=*)C12CC2,O=C(NCCCCN1CCCC1)C1C(C(=O)Nc2cc(F)c(Br)cc2F)C2C=CC1C21CC1
CHEMBL1560633,*=CCN(C(C)=O)C(C)(C=*)C(=O)NCC1CC1,CC(=O)N1CC=CC1(C)C(=O)NCC1CC1
CHEMBL1698136,*=CCC1C(C=*)C1(C=C1c2ccc(F)cc2C(OC)C1C)C(=O)OC,COC(=O)C1(C=C2c3ccc(F)cc3C(OC)C2C)C2C=CCC21
CHEMBL3601288,*=CCC(NC(=O)C(CO)NC(=O)OCc1ccccc1)C(=O)N(C)C(C=*)c1ccccc1,CN1C(=O)C(NC(=O)C(CO)NC(=O)OCc2ccccc2)CC=CC1c1ccccc1
CHEMBL1730065,*=CC1CC(C=*)C2C(=O)N(c3cccc(C(=O)N4CCN(c5ccc(F)cc5)CC4)c3)C(=O)C12,O=C(c1cccc(N2C(=O)C3C4C=CC(C4)C3C2=O)c1)N1CCN(c2ccc(F)cc2)CC1
CHEMBL3940825,*=Cc1ccccc1C1(C=*)CCN(C(=O)C(NC(=O)C(CC2CCCCC2)NC(=O)C(N)CN)C(C)CC)CC1,CCC(C)C(NC(=O)C(CC1CCCCC1)NC(=O)C(N)CN)C(=O)N1CCC2(C=Cc3ccccc32)CC1
CHEMBL212939,*=Cc1ccccc1C1(C=*)CCN(CCC(Cc2ccccc2)C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,O=C(NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(CCN1CCC2(C=Cc3ccccc32)CC1)Cc1ccccc1
CHEMBL3463162,*=CCN(CC=*)C1CCN(C(=O)NCc2cccc(NC(C)C)c2)C1,CC(C)Nc1cccc(CNC(=O)N2CCC(N3CC=CC3)C2)c1
CHEMBL2392503,*=CC1OC(C=*)(CC)C(c2ccc(Cl)cc2)C1C(=O)c1ccccc1,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccc(Cl)cc1
CHEMBL3277992,*=CC1CC(C=*)C(CNC(=O)NS(=O)(=O)N2CCC(CCNC(=O)c3cccn(C)c3=O)CC2)C1,Cn1cccc(C(=O)NCCC2CCN(S(=O)(=O)NC(=O)NCC3CC4C=CC3C4)CC2)c1=O
CHEMBL512714,*=Cc1sc2ccccc2c1[Se]c1c(C=*)sc2ccccc12,C1=Cc2sc3ccccc3c2[Se]c2c1sc1ccccc21
CHEMBL298403,*=CC(O)C(O)C(C=*)NCc1c[nH]c2nc(N)nc(S)c12,Nc1nc(S)c2c(CNC3C=CC(O)C3O)c[nH]c2n1
CHEMBL310914,*=Cc1cc(OC)c(OC)cc1CC(=O)N(C=*)CCCN(CC=C)CCc1ccc(Cl)cc1,C=CCN(CCCN1C=Cc2cc(OC)c(OC)cc2CC1=O)CCc1ccc(Cl)cc1
CHEMBL69855,*=Cc1cccnc1N(c1ncccc1C=*)C1CC1,C1=Cc2cccnc2N(C2CC2)c2ncccc21
CHEMBL1916796,*=CC1CC(C=*)N(c2ccc(Br)cn2)O1,Brc1ccc(N2OC3C=CC2C3)nc1
CHEMBL386830,*=CC(COP(=O)(NC(CCSC)C(=O)OC)Oc1ccccc1)CC(C=*)n1cnc2c(N)ncnc21,COC(=O)C(CCSC)NP(=O)(OCC1C=CC(n2cnc3c(N)ncnc32)C1)Oc1ccccc1
CHEMBL1433254,*=CSC1=NC(=O)C(=Cc2cccn2Cc2ccc(F)cc2)C(=N)N1C=*,N=C1C(=Cc2cccn2Cc2ccc(F)cc2)C(=O)N=C2SC=CN12
CHEMBL207271,*=CCN(C(=O)C(CC1CCCCC1)NCC(=O)O)C(C=*)C(=O)NCc1ccc(C(=N)N)cn1,N=C(N)c1ccc(CNC(=O)C2C=CCN2C(=O)C(CC2CCCCC2)NCC(=O)O)nc1
CHEMBL563015,*=CC1CC(C=*)C2C(=O)N(c3ccc(C(=O)Nc4ccc(Cl)c(Cl)c4)cc3)C(=O)C12,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1
CHEMBL1817823,*=Cc1ccccc1C(c1ccccc1C=*)C1CN(Cc2ccccc2)CCC1=O,O=C1CCN(Cc2ccccc2)CC1C1c2ccccc2C=Cc2ccccc21
CHEMBL2260097,*=CC(C)ON(C=*)N=Cc1cccc2ccccc12,CC1C=CN(N=Cc2cccc3ccccc23)O1
CHEMBL1707826,*=CCC(=O)N1C(CC(=O)NC(c2ccccc2)C(C)C=*)CC(C)C1c1ccccc1,CC1C=CCC(=O)N2C(CC(=O)NC1c1ccccc1)CC(C)C2c1ccccc1
CHEMBL153437,*=Cc1cccc2cc3c(ccc4ccccc43)c(C=*)c12,C1=Cc2c3ccc4ccccc4c3cc3cccc1c23
CHEMBL1894499,*=CCC(CC=*)(C(=O)NCC1CC1)S(=O)(=O)c1ccccc1,O=C(NCC1CC1)C1(S(=O)(=O)c2ccccc2)CC=CC1
CHEMBL1916208,*=CCC(NS(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1)C(=O)N(O)CC=*,O=C1C(NS(=O)(=O)c2ccc(N3CCC(c4ccccc4)CC3)cc2)CC=CCN1O
CHEMBL1977867,*=CCC1C2CC(NC(=S)NN=Cc3ccc(O)c(OC)c3)C(C2)C1C=*,COc1cc(C=NNC(=S)NC2CC3CC2C2C=CCC32)ccc1O
CHEMBL3978545,*=CCc1cc(O)cc(O)c1-c1nnc(C(N)=O)n1CC=*,NC(=O)c1nnc2n1CC=CCc1cc(O)cc(O)c1-2
CHEMBL1087470,*=CC1CC(C=*)C(CN(CCC)CCCNc2ccnc3cc(Cl)ccc23)C1,CCCN(CCCNc1ccnc2cc(Cl)ccc12)CC1CC2C=CC1C2
CHEMBL4218317,*=CCC1C(C=*)c2ccccc2N(C(C)=O)C1c1ccccc1C,CC(=O)N1c2ccccc2C2C=CCC2C1c1ccccc1C
CHEMBL2392510,*=CC1OC(C=*)(CC)C(c2cccc(OC)c2)C1C(=O)c1ccccc1,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1cccc(OC)c1
CHEMBL3185407,*=CC1CC(C=*)C2C(=O)N(CCCCCC(=O)Nc3ccc4ncccc4c3)C(=O)C12,O=C(CCCCCN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc2ncccc2c1
CHEMBL1575015,*=CC(C)N(C(=O)OC)C(C=*)(Cc1ccccc1)C(=O)NCc1ccc(N(C)C)cc1,COC(=O)N1C(C)C=CC1(Cc1ccccc1)C(=O)NCc1ccc(N(C)C)cc1
CHEMBL131285,*=CC(COP(=O)(NC(C)C(=O)OC)Oc1ccc(F)cc1)OC(C=*)Cn1cc(C)c(=O)[nH]c1=O,COC(=O)C(C)NP(=O)(OCC1C=CC(Cn2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(F)cc1
CHEMBL95465,*=CC(COP1(=O)OCc2cccc(CCC(=O)OC)c2O1)OC(C=*)n1cc(C)c(=O)[nH]c1=O,COC(=O)CCc1cccc2c1OP(=O)(OCC1C=CC(n3cc(C)c(=O)[nH]c3=O)O1)OC2
CHEMBL488689,*=CCC(CC(=O)N(Cc1ccc(F)cc1)C(C=*)c1ccc(OC)cc1)NC(=O)c1ccccc1,COc1ccc(C2C=CCC(NC(=O)c3ccccc3)CC(=O)N2Cc2ccc(F)cc2)cc1
CHEMBL1688810,*=CC1CC(C=*)C(C(=O)OC)C1C(=O)NCCCc1ccccc1,COC(=O)C1C2C=CC(C2)C1C(=O)NCCCc1ccccc1
CHEMBL3442137,*=CCN(CC=*)C(=O)CC1CCC2(CC1)CCN(Cc1nccs1)CC2,O=C(CC1CCC2(CC1)CCN(Cc1nccs1)CC2)N1CC=CC1
CHEMBL1326708,*=CC1OC2(C=*)CN(Cc3cccs3)C(=O)C2C1C(=O)NC1CCCC1,O=C(NC1CCCC1)C1C2C=CC3(CN(Cc4cccs4)C(=O)C13)O2
CHEMBL205275,*=CC(CO)CC(C=*)n1cnc2c(NC3CC3)nc(N=Cc3ccc(N(C)C)cc3)nc21,CN(C)c1ccc(C=Nc2nc(NC3CC3)c3ncn(C4C=CC(CO)C4)c3n2)cc1
CHEMBL3691155,*=CCC(CC=*)Oc1cc(N2CCC(Oc3ccc(C(C)NC(C)=O)cc3)C2)ccn1,CC(=O)NC(C)c1ccc(OC2CCN(c3ccnc(OC4CC=CC4)c3)C2)cc1
CHEMBL3731200,*=CC1C(C(=O)NCCC(=O)O)C(C(=O)Nc2ccc(OC)cc2)C(C=*)C12CC2,COc1ccc(NC(=O)C2C(C(=O)NCCC(=O)O)C3C=CC2C32CC2)cc1
CHEMBL3660624,*=COCC(C=*)c1cccnc1Oc1ccc(Nc2ccccn2)cc1,C1=CC(c2cccnc2Oc2ccc(Nc3ccccn3)cc2)CO1
CHEMBL401579,*=CC=C(O)CC1=C(O)C(O)=C(O)C(=O)C1C=*,O=C1C(O)=C(O)C(O)=C2CC(O)=CC=CC12
CHEMBL231039,*=Cc1ccccc1C1(C=*)CCN(C2CCC(CC(C)C)(C(=O)NCc3cc(F)cc(C(F)(F)F)c3)C2)CC1C,CC(C)CC1(C(=O)NCc2cc(F)cc(C(F)(F)F)c2)CCC(N2CCC3(C=Cc4ccccc43)C(C)C2)C1
CHEMBL357125,*=CCCCC(CCC=*)C(C(=O)O)C(=O)O,O=C(O)C(C(=O)O)C1CCC=CCCC1
CHEMBL3809971,*=Cc1ccccc1C(=C1CCN(C(C)=O)CC1)c1ccccc1C=*,CC(=O)N1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
CHEMBL1982455,*=CC1C(C2(C=*)CCCC2)CC(=O)N1O,O=C1CC2C(C=CC23CCCC3)N1O
CHEMBL1335339,*=CC1OC2(C=*)CN(Cc3cccnc3)C(=O)C2C1C(=O)NCc1ccc(OC)cc1,COc1ccc(CNC(=O)C2C3C=CC4(CN(Cc5cccnc5)C(=O)C24)O3)cc1
CHEMBL3589196,*=CC(CO)OC(C=*)n1cc(-c2cc(-c3ccccc3)on2)c(=O)[nH]c1=O,O=c1[nH]c(=O)n(C2C=CC(CO)O2)cc1-c1cc(-c2ccccc2)on1
CHEMBL2071197,*=CC1CC(C=*)C(C(N)=O)C1Nc1nc(Nc2cnn(C)c2)ncc1OC,COc1cnc(Nc2cnn(C)c2)nc1NC1C2C=CC(C2)C1C(N)=O
CHEMBL85043,*=CC(=Cc1[nH]c(-c2ccc[nH]2)cc1O)N=C(C=*)CCCCCCCCCCC,CCCCCCCCCCCC1=NC(=Cc2[nH]c(-c3ccc[nH]3)cc2O)C=C1
CHEMBL3551412,*=CCN(CC=*)C(=O)c1n[nH]c2c1CN(CCC(C)C)CC2,CC(C)CCN1CCc2[nH]nc(C(=O)N3CC=CC3)c2C1
CHEMBL85488,*=CC(=Cc1[nH]c(-c2ccc[nH]2)cc1OCCC)N=C(C=*)CCCCCCCCCCC,CCCCCCCCCCCC1=NC(=Cc2[nH]c(-c3ccc[nH]3)cc2OCCC)C=C1
CHEMBL3276859,*=Cc1ccccc1C(=C1CCN(C)CC1)c1cc(OC)ccc1C=*,COc1ccc2c(c1)C(=C1CCN(C)CC1)c1ccccc1C=C2
CHEMBL563690,*=CCC(CC=*)Cn1c(C(=O)c2cc(C)cc(C)c2)c(C)c(=O)[nH]c1=O,Cc1cc(C)cc(C(=O)c2c(C)c(=O)[nH]c(=O)n2CC2CC=CC2)c1
CHEMBL563347,*=CC1CC(C=*)C2C(=O)N(c3ccc(C(=O)Nc4cccc(F)c4F)cc3)C(=O)C12,O=C(Nc1cccc(F)c1F)c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1
CHEMBL377681,*=CCN(C(=O)C(CC1CCCCC1)NCC(=O)O)C(C=*)C(=O)NCc1ccc(C(=N)N)nc1,N=C(N)c1ccc(CNC(=O)C2C=CCN2C(=O)C(CC2CCCCC2)NCC(=O)O)cn1
CHEMBL3222108,*=CCN(CC=*)Cc1cc2c(N)nc(-c3cccc(C#N)c3)nc2s1,N#Cc1cccc(-c2nc(N)c3cc(CN4CC=CC4)sc3n2)c1
CHEMBL2071274,*=CC1CC(C=*)C(C(N)=O)C1Nc1nc(Nc2cnn(CCN3CCOCC3)c2)ncc1Cl,NC(=O)C1C2C=CC(C2)C1Nc1nc(Nc2cnn(CCN3CCOCC3)c2)ncc1Cl
CHEMBL1718500,*=CC1CC(C=*)C2C(=O)N(c3cccc(C(=O)Nc4ccccc4OC)c3)C(=O)C12,COc1ccccc1NC(=O)c1cccc(N2C(=O)C3C4C=CC(C4)C3C2=O)c1
CHEMBL2392516,*=CC1OC(C=*)(CC)C(c2cccc(Br)c2)C1C(=O)c1ccccc1,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1cccc(Br)c1
CHEMBL3809977,*=Cc1ccccc1Nc1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1C=*,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(c1)C=Cc1ccccc1N2
CHEMBL1858181,*=CC(C)N(C(=NO)c1ccc(Oc2ccc3oc4ccccc4c3c2)nc1)C(C)C=*,CC1C=CC(C)N1C(=NO)c1ccc(Oc2ccc3oc4ccccc4c3c2)nc1
CHEMBL1982129,*=CCC1OC2C(Cl)=C(Cl)C(Cl)=C(Cl)C2OC1C=*,ClC1=C(Cl)C2OC3C=CCC3OC2C(Cl)=C1Cl
CHEMBL3304966,*=CC1CC(C=*)C(CNC(=O)NS(=O)(=O)N2CCC(CCNC(=O)c3cc(Cl)cc4cccnc34)CC2)C1,O=C(NCC1CC2C=CC1C2)NS(=O)(=O)N1CCC(CCNC(=O)c2cc(Cl)cc3cccnc23)CC1
CHEMBL3733972,*=CC1C(C(=O)NCCCCN2CCCC2)C(C(=O)NCc2ccc(OC)c(Cl)c2)C(C=*)C12CC2,COc1ccc(CNC(=O)C2C(C(=O)NCCCCN3CCCC3)C3C=CC2C32CC2)cc1Cl
CHEMBL2104564,*=CCC(CC=*)C1=Nc2cc(Cl)c(Cl)cc2S(=O)(=O)N1,O=S1(=O)NC(C2CC=CC2)=Nc2cc(Cl)c(Cl)cc21
CHEMBL3698265,*=CC=C(C(=O)N1CCN(C(=O)NC2CCN(c3ccc(CCCn4ccnn4)cc3)CC2)CC1)C(C)C=*,CC1C=CC=C1C(=O)N1CCN(C(=O)NC2CCN(c3ccc(CCCn4ccnn4)cc3)CC2)CC1
CHEMBL356826,*=CC1CC(C=*)C(CC=CCCCC(=O)O)C1C=CC(=O)COc1ccc(F)cc1,O=C(O)CCCC=CCC1C2C=CC(C2)C1C=CC(=O)COc1ccc(F)cc1
